original_title,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,Genre1,Genre2,Genre3,Genre4,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,id,cast1,Actor1,Cast2,Actor2,cast3,Actor3,cast4,Actor4,original_language,tagline,homepage,title,overview,,status,production_companies1,production_companies2,production_companies3,production_companies4,production_companies5,production_companies6,production_companies7,production_companies8,production_companies9,production_companies10,production_companies11,production_countries Code 1,production_countries 1,production_countries Code 2,production_countries 2,production_countries Code 3,production_countries 3,production_countries code 4,production_countries 4,Spoken Language Code 1,Spoken Language 1,Spoken Language Code 2,Spoken Language 2,Spoken Language Code 3,Spoken Language 3,Spoken Language Code 4,Spoken Language 4,Spoken Language Code 5,Spoken Language 5,Spoken Language Code 6,Spoken Language 6,ProfitFactor
Our Idiot Brother,10000000,17273593,15.688439,26/8/11,90,5.9,365,Comedy,Drama,,,brothersisterrelationship,sistersisterrelationship,familyclan,idealist,duringcreditsstinger,,,,,,,,,,,,,,,,,,,,,,59968,NedRochlin,PaulRudd,MirandaRochlin,NatalieRochlin,ZooeyDeschanel,LizRochlinAnderson,JeremyHorne,AdamScott,en,Everybodyhasone,http://www.ouridiotbrother.com/,OurIdiotBrother,"Everybodyhasthesiblingwhoisalwaysjustalittlebitbehindthecurvewhenitcomestogettinghislifetogether.ForsistersLiz,MirandaandNatalie,thatpersonistheirperenniallyupbeatbrotherNed,anerstwhileorganicfarmerwhosewillingnesstorelyonthehonestyofmankindisaless-than-optimumstrategyforatidy,trouble-freeexistence.Nedmaybeutterlylackingincommonsense,butheistheirbrotherandso,afterhisgirlfrienddumpshimandbootshimoffthefarm,hissistersonceagaincometohisrescue.AsLiz,MirandaandNatalieeachtakeaturnathousingNed,theirbrother'sunfailingcommitmenttohonestycreatesmorethanafewmessesintheircomfortableroutines.Butaseachoftheirlivesbeginstounravel,Ned'sfamilycomestorealizethatmaybe,inbelievingandtrustingthepeoplearoundhim,Nedisn'tsuchanidiotafterall.",,Released,TheWeinsteinCompany,LikelyStory,BigBeachFilms,YukFilms,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Race,5000000,24804129,22.9951,19/2/16,134,7.1,478,Action,Drama,,,olympicgames,biography,sport,historicalfigure,nazigermany,racism,africanamerican,trackandfield,,,,,,,,,,,,,,,,,,,323677,JesseOwens,StephanJames,LarrySnyder,LeniRiefenstahl,CaricevanHouten,AveryBrundage,Peggy,AmandaCrew,en,TheincredibletruestoryofgoldmedalchampionJesseOwens,,Race,"BasedontheincredibletruestoryofJesseOwens,thelegendaryathleticsuperstarwhosequesttobecomethegreatesttrackandfieldathleteinhistorythrustshimontotheworldstageofthe1936Olympics,wherehefacesoffagainstAdolfHitler'svisionofAryansupremacy.StarringStephanJames,JasonSudeikis,JeremyIrons,CariceVanHoutenandWilliamHurt-Raceisanenthrallingfilmaboutcourage,determination,tolerance,andfriendship,andaninspiringdramaaboutoneman'sfighttobecomeanOlympiclegend.",,Released,ForecastPictures,Solofilms,JoBroProductions&FilmFinance,TrinityRace,,,,,,,,CA, Canada, DE, Germany,,,,,en,English,,,,,,,,,,,1
The Players Club,0,0,5.769822,8/4/98,104,6.4,14,Drama,,,,stripclub,stripper,dominatrix,catfight,,,,,,,,,,,,,,,,,,,,,,,19848,Diamond(asLisaRaye),LisaRayeMcCoy,Mr.Armstrong,Mrs.Armstrong,JudyannElder,Ronnie,Tricks,AdeleGivens,en,"Here,wegetdownanddirty.",,ThePlayersClub,"YoungsinglemotherDianastrugglestoprovideforherchildandpayforhercollegeeducation.Sheendsupworkingatashoestore,butmeetstwostrippersfromatanearbygentlemen'sclubwhoconvinceherthere'sfastmoneytobemadestripping.AtthePlayersClub,however,Dianafacesdangerandheartbreak.",,Released,NewLineCinema,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
"As Above, So Below",5000000,40100000,26.510558,14/8/14,93,6.1,766,Horror,Thriller,,,aris,treasure,catacombs,scientist,singinginacar,archaeologist,lossoffriend,subjectivecamera,foundfootage,thickaccent,femalearcheologist,burningcar,philosopher'sstone,frenchaccent,rappinginacar,,,,,,,,,,,,256274,Scarlett,PerditaWeeks,George,Benji,EdwinHodge,Papillon,Souxie,MarionLambert,en,Theonlywayoutisdown.,http://www.asabovesobelowmovie.com/,"AsAbove,SoBelow","WhenateamofexplorersventuresintothecatacombsthatliebeneaththestreetsofParis,theyuncoverthedarksecretthatlieswithinthiscityofthedead.",,Released,UniversalPictures,LegendaryPictures,BrothersDowdleProductions,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Addicted,0,0,7.544515,10/10/14,105,5.4,63,Drama,Thriller,,,infidelity,obsession,lie,sin,interracialrelationship,cheatingwife,lust,attraction,deceit,temptation,hipersexualidad,faithfulhusband,,,,,,,,,,,,,,,235271,JasonReynard,BorisKodjoe,Tony,10-year-oldZoe,CameronMills,Brina,Benny,GarrettHines,en,EveryWomanNeedsanEscape,,Addicted,Agalleristrisksherfamilyandflourishingcareerwhensheentersintoanaffairwithatalentedpainterandslowlylosescontrolofherlife.,,Released,Lionsgate,CodeblackEntertainment,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Eve's Bayou,0,0,1.126941,7/9/97,109,6.1,27,Drama,,,,sistersisterrelationship,menstruation,superstition,independentfilm,curse,motherdaughterrelationship,tavern,auntniecerelationship,fatherdaughterrelationship,allblackcast,womandirector,,,,,,,,,,,,,,,,45153,EveBatiste,JurneeSmollett,CiselyBatiste,RozBatiste,LynnWhitfield,LouisBatiste,MozelleBatisteDelacroix,DebbiMorgan,en,Thesecretsthatholdustogethercanalsotearusapart.,,Eve'sBayou,"Thestoryissetin1962Louisiana.ThebigBatistefamilyisheadedbycharmingdoctorLouis.ThoughheismarriedtobeautifulRoz,hehasaweaknessforattractivewomenpatients.OnedayLouisisflirtingwithmarriedandsexyMettyMereaux,notknowingthatheisobservedbyhisyoungestidealisticdaughterEve,whoistherebyaccident.EvecannotforgettheincidentwhichistraumaticforhernaiveteandsharesasecretwitholdersisterCisely.Liesstarttoroll...",,Released,[,,,,,,,,,,,[],,,,,,,,en,English,,,,,,,,,,,0
Still Alice,5000000,43884652,35.307577,5/12/14,99,7.5,1104,Drama,,,,mother,professor,illness,,,,,,,,,,,,,,,,,,,,,,,,284293,Dr.AliceHowland,JulianneMoore,Dr.JohnHowland,LydiaHowland,KristenStewart,Anna,Charlie,ShaneMcRae,en,,,StillAlice,"AliceHowland,happilymarriedwiththreegrownchildren,isarenownedlinguisticsprofessorwhostartstoforgetwords.Whenshereceivesadevastatingdiagnosis,Aliceandherfamilyfindtheirbondstested.",,Released,KillerFilms,BigIndiePictures,BackupMedia,BSMStudio,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
The Egyptian,5000000,15000000,4.079111,25/8/54,139,6,11,History,Drama,,,egypt,,,,,,,,,,,,,,,,,,,,,,,,,,24973,Merit,JeanSimmons,Horemheb,Baketamon,GeneTierney,Kaptah,Sinhue,EdmundPurdom,en,"ToNefer,shamelesstemptressofBabylon,hesurrenderedhisparents'hopeofimmortality!",,TheEgyptian,"Ineighteenth-dynastyEgypt,Sinuhe,apoororphan,becomesabrilliantphysicianandwithhisfriendHoremhebisappointedtotheserviceofthenewPharoah.Sinuhe'spersonaltriumphsandtragediesareplayedagainstthelargercanvasoftheturbulenteventsofthe18thdynasty.AsSinuheisdrawnintocourtintrigueshelearnstheanswerstothequestionshehassoughtsincehisbirth.",,Released,TwentiethCenturyFoxFilmCorporation,,,,,,,,,,,US, United States of America,,,,,,,el,GreekÊ(modern),en,English,,,,,,,,,1
Nighthawks,5000000,19905359,7.058868,17/3/81,99,6.4,86,Action,Crime,Thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,21610,Det.Sgt.DekeDaSilva,SylvesterStallone,Wulfgar,Det.Sgt.MatthewFox,BillyDeeWilliams,Irene,ShakkaHolland,PersisKhambatta,en,AterroristholdsNewYorkinagripoffear-andonlyStallonecantakehimon.,,Nighthawks,AninternationalterroristhasNewYorkinagripofpanicandit'suptoDet.Sgt.DekeDaSilvatotakehimdown.,,Released,UniversalPictures,MartinPollProductions,TheProductionCompany,,,,,,,,,US, United States of America,,,,,,,en,English,fr,French,,,,,,,,,1
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14000000,12.904615,28/7/89,100,4.8,191,Horror,Thriller,,,newyork,boat,mask,psychopath,highschool,sewerage,timessquare,serialkiller,teenager,jasonvorhees,,,,,,,,,,,,,,,,,10283,Jason,KaneHodder,RennieWickham,SeanRobertson,ScottReeves,ColleenVanDeusen,CharlesMcCulloch,PeterMarkRichman,en,TheBigApple'sinBIGtrouble!,,Fridaythe13thPartVIII:JasonTakesManhattan,"TheBigApple'sinbigtrouble,asindestructiblepsycho-fiendJasonVorheeshitstheroadtoNewYorkCity.Afterashockingreturnfrombeyondthegrave,thediabolicalJasonshipsoutabroadateen-filled""loveboat""boundforNewYork,whichhesoontransformsintotheultimatevoyageofthedamned.ThenoneofhisterrifiedvictimsescapesintothenightmarishmazeofManhattan'ssubwaysandsewers,onlytoconfrontJasononefinaltime.",,Released,ParamountPictures,SeanS.CunninghamFilms,HorrorInc.,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
My Big Fat Greek Wedding,5000000,368744044,18.115566,22/2/02,95,6.2,671,Comedy,Drama,Romance,,usa,parentskidsrelationship,greece,cultureclash,midlifecrisis,restaurant,badmother-in-law,mother-in-law,parents-in-law,son-in-law,father-in-law,patriarch,badfather-in-law,greek,wedding,family,xenophobia,,,,,,,,,,8346,Toula,NiaVardalos,IanMiller,MariaPortokalos,LainieKazan,GusPortokalos,AuntVoula,AndreaMartin,en,Loveisheretostay...soisherfamily.,,MyBigFatGreekWedding,AyoungGreekwomanfallsinlovewithanon-Greekandstrugglestogetherfamilytoaccepthimwhileshecomestotermswithherheritageandculturalidentity.,,Released,HomeBoxOffice(HBO),Playtone,GoldCircleFilms,OntarioFilmDevelopmentCorporation,MPHEntertainmentProductions,,,,,,,CA, Canada, US, United States of America,,,,,el,GreekÊ(modern),en,English,,,,,,,,,1
Spring Breakers,5000000,31724284,62.554173,24/1/13,94,5,1551,Drama,Crime,,,femalenudity,sex,florida,drugdealer,nudity,femalefriendship,party,arthouse,drug,springbreak,youngadult,,,,,,,,,,,,,,,,122081,Alien,JamesFranco,Faith,Candy,VanessaHudgens,Brit,Cotty,RachelKorine,en,Alittlesuncanbringoutyourdarkside.,http://www.springbreakersmovie.com/,SpringBreakers,"AfterfourcollegegirlsrobarestauranttofundtheirspringbreakinFlorida,theygetentangledwithaweirddudewithhisowncriminalagenda.",,Released,RabbitBandiniProductions,DivisionFilms,PopFilms,RadarPictures,MuseProductions,MJZ,O'Salvation,Iconoclast,,,,FR, France, US, United States of America,,,,,en,English,,,,,,,,,,,1
Halloween: The Curse of Michael Myers,5000000,15116634,9.483717,29/9/95,88,5,170,Horror,Thriller,,,massmurder,nudity,halloween,attempttoescape,cult,psychopath,escapeagent,murder,escape,slasher,doctor,niece,death,evil,michaelmyers,psychiatric,murderhunt,halloweennight,,,,,,,,,10987,Dr.SamLoomis,DonaldPleasence,TommyDoyle,KaraStrode,MarianneHagan,Dr.TerenceWynn,DebraStrode,KimDarby,en,HaddonfieldisreadytocelebrateHalloween....soisMichaelMyers!,,Halloween:TheCurseofMichaelMyers,"Sixyearsago,MichaelMyersterrorizedthetownofHaddonfield,Illinois.Heandhisniece,JamieLloyd,havedisappeared.JamiewaskidnappedbyabunchofevildruidswhoprotectMichaelMyers.Andnow,sixyearslater,JamiehasescapedaftergivingbirthtoMichael'schild.SherunstoHaddonfieldtogetDr.Loomistohelpheragain.",,Released,MiramaxFilms,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Y tu mamíç tambií©n,5000000,33616692,16.890285,8/6/01,106,7.3,315,Drama,Romance,,,mexico,sex,beach,groupsex,malefriendship,roadtrip,comingofage,teenager,lgbt,newmexicancinema,,,,,,,,,,,,,,,,,1391,JulioZapata,GaelGarc\u00edaBernal,TenochIturbide,LuisaCort\u00e9s,MaribelVerd\u00fa,AnaMorelos,SilviaAllendedeIturbide,DianaBracho,es,Lifehasitswaysofteaching.Lifehasitswaystoconfuseus.Lifehasitswaystomoveus.Lifehasitswaystoamaze.Lifehasitswaystohurtus.Lifehasitswaystoheal.Lifehasitswaystoinspire.,,YTuMamíçTambií©n,"InMexico,twoteenageboysandanattractiveolderwomanembarkonaroadtripandlearnathingortwoaboutlife,friendship,sex,andeachother.",,Released,B\uesameMuchoPictures,ProduccionesAnhelo,TheCriterionCollection,,,,,,,,,MX, Mexico,,,,,,,es,"Spanish, Castilian",,,,,,,,,,,1
Shaun of the Dead,4000000,30039392,49.12486,9/4/04,99,7.5,2420,Horror,Comedy,,,recordcollection,flower,cheese,pub,surrey,romanticcomedy,zombie,english,tvshowinfilm,cricketbat,brokenbottle,survivalhorror,britishpub,englishpub,you'vegotredonyou,,,,,,,,,,,,747,Shaun,SimonPegg,Ed,Liz,KateAshfield,Dianne,David,DylanMoran,en,Aromanticcomedy.Withzombies.,,ShaunoftheDead,"Shaunlivesasupremelyuneventfullife,whichrevolvesaroundhisgirlfriend,hismother,and,aboveall,hislocalpub.ThisgentleroutineisthreatenedwhenthedeadreturntolifeandmakestrenuousattemptstosnackonordinaryLondoners.",,Released,UniversalPictures,BigTalkProductions,StudioCanal,Film,WorkingTitleFilms,WTProductions,DeWolfeMusic,InsideTrack,,,,GB, United Kingdom, US, United States of America, FR, France,,,en,English,,,,,,,,,,,1
The Haunting of Molly Hartley,0,0,8.309894,31/10/08,82,4.3,48,Drama,Horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14745,MollyHartley,HaleyBennett,RobertHartley,JosephYoung,ChaceCrawford,Leah,Alexis,ShannaCollins,en,Herpastisyettocome.,http://www.mylifetime.com/movies/the-haunting-of-molly-hartley,TheHauntingofMollyHartley,"WhenteenageMollyHartleymovestoanewtown,she'shauntedbyterrifyingvisionsthatmayhavetodowithdarksecretsfromherpast.Somethingevillurksjustbeneaththelushsurfacesofherprivate-schoolworld,anditholdstherightstoherverysoul.Ontheeveofher18thbirthday,Mollyisabouttodiscoverthetruthofjustwhoorwhatsheisdestinedtobecome.",,Released,FreestyleReleasing,LiddellEntertainment,,,,,,,,,,US, United States of America,,,,,,,en,English,ru,Russian,,,,,,,,,0
Lone Star,5000000,13269963,5.960149,21/6/96,135,6.9,77,Drama,Mystery,Romance,,sheriff,familysecrets,neo-western,darksecrets,,,,,,,,,,,,,,,,,,,,,,,26748,SamDeeds,ChrisCooper,BuddyDeeds,Pilar,ElizabethPe\u00f1a,CharlieWade,Del,JoeMorton,en,JohnSaylesinvitesyoutoreturntothesceneofthecrime.,,LoneStar,"Whentheskeletonofhismurderedpredecessorisfound,SheriffSamDeedsunearthsmanyotherlong-buriedsecretsinhisTexasbordertown.",,Released,CastleRockEntertainment,ColumbiaPicturesCorporation,RioDulce,,,,,,,,,US, United States of America,,,,,,,en,English,es,"Spanish, Castilian",,,,,,,,,1
Halloween 4: The Return of Michael Myers,5000000,17768757,9.302349,21/10/88,88,5.9,209,Horror,Thriller,,,sheriff,scissors,ambulance,halloween,twist,knife,sequel,murder,serialkiller,maskedkiller,blood,niece,evil,michaelmyers,october,,,,,,,,,,,,11357,Dr.SamLoomis,DonaldPleasence,RachelCarruthers,JamieLloyd,DanielleHarris,MichaelMyers,Dr.Hoffman,MichaelPataki,en,HorrorhasreturnedtoHaddonfield.,,Halloween4:TheReturnofMichaelMyers,"Thelegendofthatcreepymasked-man,MichaelMyers,comestolifeonceagaininthisfourthinstallmentofthesuccessfulhorrorfranchise.Thistime,it'sMichael'sniece,Jamie,whocan'tseemtoescapehercrazyuncle.WithMichaelontheloose,JamieenliststhehelpofgoodoldDr.Loomistostopthemurderer.Thistime,though,thereseemstobenoendtoMichael'smadness.",,Released,DimensionFilms,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
April Fool's Day,5000000,0,8.190888,27/3/86,89,5.8,73,Horror,Mystery,,,island,party,murder,teenmovie,slasher,aprilfool'sday,holidayhorror,canuxploitation,eliminationderby,collegefriends,,,,,,,,,,,,,,,,,24913,Muffy/BuffySt.John,DeborahForeman,ArchCummings,Ferryman,LloydBerry,ConstablePotter/UncleFrank,RobFerris,KenOlandt,en,Childishpranksturnintoabloodybattleforsurvival!,,AprilFool'sDay,"AgroupofeightcollegefriendsgathertogetheratanislandmansionbelongingtoheiressMuffySt.Johntocelebratetheirfinalyearofschool.Theysoondiscoverthateachhasahiddensecretfromtheirpastwhichisrevealed,andsoonafter,theyturnupdead.",,Released,ParamountPictures,HometownFilms,YCTM,,,,,,,,,CA, Canada, US, United States of America,,,,,en,English,,,,,,,,,,,0
Diner,0,0,5.87193,2/4/82,110,6.9,83,Comedy,Drama,,,diner,baltimoremaryland,fakeaccident,gamblingdebt,twentysomething,1950s,,,,,,,,,,,,,,,,,,,,,13776,Edward'Eddie'Simmons,SteveGuttenberg,Laurence'Shrevie'Schreiber,Robert'Boogie'Sheftell,MickeyRourke,TimothyFenwickJr.,William'Billy'Howard,TimDaly,en,"Suddenly,lifewasmorethanFrenchfries,gravy,andgirls.",,Diner,"Setin1959,DinershowshowfiveyoungmenresisttheiradulthoodandseekrefugeintheirbelovedDiner.Themundane,childish,andtitillatingdetailsoftheirlivesareshared.Butthegoldenmomentspass,andthemenshouldertheirresponsibilities,leavingtheDinerbehind.",,Released,Metro-Goldwyn-Mayer(MGM),,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Lone Wolf McQuade,5000000,12232628,8.452666,14/4/83,107,5.5,67,Action,Crime,Drama,Romance,martialarts,kungfu,texas,fbi,wheelchair,texasranger,weapon,gunbattle,drug,fatherdaughterrelationship,killingadog,,,,,,,,,,,,,,,,14854,J.J.McQuade,ChuckNorris,RawleyWilkes,LolaRichardson,BarbaraCarrera,Jackson,SallyMcQuade,DanaKimmell,en,The'MadDog'Criminal...The'LoneWolf'Lawman...TheUltimateShowdown.,,LoneWolfMcQuade,"ThearchetypicalrenegadeTexasRangerwageswaragainstadrugkingpinwithautomaticweapons,hiswitsandmartialartsafteragunbattleleaveshispartnerdead.Allofthisinevitablyculminatesamartialartsshowdownbetweenthedruglordandtheranger,andinvolvingthewomantheybothlove.",,Released,,LoneWolfMcQuadeAssociates,TopkickProductions,,,,,,,,,US, United States of America,,,,,,,en,English,es,"Spanish, Castilian",,,,,,,,,1
Apollo 18,5000000,25562924,17.028252,20/7/11,86,5,356,Horror,Thriller,ScienceFiction,,moon,nasa,infection,barbecue,moonlanding,hammer,alien,mockumentary,astronaut,alieninfection,foundfootage,,,,,,,,,,,,,,,,50357,Lt.Col.JohnGrey,RyanRobbins,Capt.BenjaminAnderson,Cdr.NathanWalker,LloydOwen,MissionControl,DeputySecretaryofDefense,MichaelKopsa,en,There'sareasonwe'venevergonebacktothemoon.,http://apollo18movie.net/,Apollo18,"Officially,Apollo17wasthelastmannedmissiontothemoon.Butayearlaterin1973,threeAmericanastronautsweresentonasecretmissiontothemoonfundedbytheUSDepartmentofDefense.Whatyouareabouttoseeistheactualfootagewhichtheastronautscapturedonthatmission.WhileNASAdeniesit'sauthenticity,otherssayit'stherealreasonwe'venevergonebacktothemoon.",,Released,BazelevsProduction,DimensionFilms,BekmambetovProjectsLtd.,,,,,,,,,CA, Canada, US, United States of America,,,,,cs,Czech,en,English,,,,,,,,,1
Sunshine Cleaning,5000000,16174377,19.336367,18/1/08,102,6.5,255,Comedy,Drama,,,suicide,singleparent,sistersisterrelationship,cleaninglady,newmexico,teamwork,familybusiness,crimescene,womandirector,,,,,,,,,,,,,,,,,,13090,RoseLorkowski,AmyAdams,NorahLorkowski,JoeLorkowski,AlanArkin,OscarLorkowski,Mac,SteveZahn,en,life'samessybusiness.,http://www.sunshinecleaning-themovie.com,SunshineCleaning,Asinglemotherandherslackersisterfindanunexpectedwaytoturntheirlivesaroundintheoff-beatdramaticcomedy.Inordertoraisethetuitiontosendheryoungsontoprivateschoolthemomstartsanunusualbusinessäóñabiohazardremoval/crimesceneclean-upservice.,,Released,BackLotPictures,OvertureFilms,BigBeachFilms,,,,,,,,,US, United States of America,,,,,,,en,English,es,"Spanish, Castilian",,,,,,,,,1
No Escape,5000000,54418872,38.006982,26/8/15,103,6.7,777,Action,Thriller,,,hotel,revolution,raceagainsttime,engineer,coup,survival,rebellion,execution,american,family,americanabroad,u.s.embassy,foreign,,,,,,,,,,,,,,192141,JackDwyer,OwenWilson,AnnieDwyer,Hammond,PierceBrosnan,LucyDwyer,BeezeDwyer,ClaireGeare,en,Norescue.Norefuge.,,NoEscape,"Intheirnewoverseashome,anAmericanfamilysoonfindsthemselvescaughtinthemiddleofacoup,andtheyfranticallylookforasafeescapeinanenvironmentwhereforeignersarebeingimmediatelyexecuted.",,Released,BoldFilms,LivingFilms,BrothersDowdleProductions,,,,,,,,,US, United States of America,,,,,,,fr,French,en,English,Th,Thai,,,,,,,1
The Beastmaster,0,14056528,6.377523,20/8/82,118,6,97,Action,Fantasy,,,swordfight,animal,,,,,,,,,,,,,,,,,,,,,,,,,16441,Dar,MarcSinger,Kiri,Maax,RipTorn,Seth,Tal,JoshuaMilrad,en,"Bornwiththecourageofaneagle,thestrengthofablacktiger,andthepowerofagod.",,TheBeastmaster,"Dar,isthesonofaking,whoishuntedbyapriestafterhisbirthandgrowsupinanotherfamily.Whenhebecomesagrownmanhisnewfatherismurderedbysavagesandhediscoversthathehastheabilitytocommunicatewiththeanimals,whichleadshimonhisquestforrevengeagainsthisfather'skillers.",,Released,AntaresProduzioneCinematografica,Metro-Goldwyn-Mayer(MGM),,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Solomon and Sheba,5000000,12200000,0.835617,25/12/59,139,5.4,8,Drama,History,Romance,War,israel,egypt,religionandsupernatural,epic,,,,,,,,,,,,,,,,,,,,,,,29996,Solomon,YulBrynner,Sheba,Adonijah,GeorgeSanders,Abishag,Pharaoh,DavidFarrar,en,Onlyoncein3000years...anythinglike...,,SolomonandSheba,"UndertheruleofKingDavid,IsraelisunitedandprosperousalthoughsurroundedbyenemiesincludingEgyptanditsallies.TheagingKingDavidfavorshisyoungerson,Solomon,ashissuccessor,butDavid'seldersonPrinceAdonijah,awarrior,declareshimselfKing.WhenDavidlearnsofthis,hepubliclyannouncesSolomontobehissuccessor.AdonijahandJoab,hisgeneral,withdrawinrage.IsraelprospersunderKingSolomon'swiseandbenevolentruleandisseenasathreattomoretyrannicalmonarchsintheregion.ThePharaohofEgyptagreestocedeaRedSeaporttotheQueenofShebainaplottoundermineSolomon'srule.ShebaistoseduceSolomonandintroduceShebanpaganworshipintoJerusalem.Meanwhile,PrinceAdonijah,nowbanished,alsoconspireswithPharaohandisgivenanarmytodefeatSolomon.ThefilmisahighlyfictionalizeddramatizationofeventsdepictedinTheBible--FirstKingschapter10andSecondChronicleschapter9.",,Released,EdwardSmallProductions,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Fifty Shades of Black,20000000,21164799,14.947588,28/1/16,92,4.3,331,Romance,Comedy,,,sex,black,parody,spoof,millionaire,,,,,,,,,,,,,,,,,,,,,,351819,Christian,MarlonWayans,Hannah,Gary,FredWillard,Ron,Eli,AffionCrockett,en,Wayshadierthangray.,http://50shadesofblackmovie.com/,FiftyShadesofBlack,Aninexperiencedcollegestudentmeetsawealthybusinessmanwhosesexualpracticesputastrainontheirrelationship.,,Released,OpenRoadFilms(II),,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Not Easily Broken,0,0,5.1299,9/1/09,99,6.3,9,Drama,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14834,DaveJohnson,MorrisChestnut,ClariceClark,JulieSawyer,MaeveQuinlan,Tree,Mary'Mama'Clark,JeniferLewis,en,,http://www.sonypictures.com/movies/noteasilybroken/site/,NotEasilyBroken,Acaraccidentandshiftingaffectionstestthebondbetweenamarriedcouple.,,Released,[,,,,,,,,,,,US, United States of America,,,,,,,en,English,fr,French,,,,,,,,,0
A Farewell to Arms,4,25,1.199451,8/12/32,89,6.2,28,Drama,Romance,War,,italy,nurse,loveletter,officer,priest,escape,hospital,bestfriend,pre-code,airraid,ambulancedriver,battleoftheisonzo,airattack,,,,,,,,,,,,,,22649,CatherineBarkley,HelenHayes,LieutenantFredericHenry,MajorRinaldi,AdolpheMenjou,HelenFerguson,Priest,JackLaRue,en,Everywomanwhohaslovedwillunderstand,,AFarewelltoArms,"BritishnurseCatherineBarkley(HelenHayes)andAmericanLieutenantFredericHenry(GaryCooper)fallinloveduringtheFirstWorldWarinItaly.EventuallyseparatedbyFrederic'stransfer,tremendouschallengesanddifficultdecisionsfaceeach,asthewarrageson.AcademyAwardswinnerforBestCinematographyandforBestSound,Recording.NominatedforBestPictureandforBestArtDirection.",,Released,ParamountPictures,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
